Embedding File,Accuracy
/media/jordan/Media/data/arabic/arwiki-20150901-pages-articles_parsed_ar_onlyTrue_digitsTrue_alifTrue_hamzaTrue_yaaTrue_tashkilTrue_sg0_size100_window8_min_count5_sample0.0001_hs0_negative25_iter15.bin,0.5265713328563153
